GDS_SS,GDS_TS,GDS_TSS,GDS_DTSS,LMS,SRR,PRR,SPRR,MW,LRI
0.6225274043763339,0.0,0.0,0.0,0.0,0.22047601927436217,0.1868136847454455,0.275445647597866,0.0,0.6220812219017463
0.027862073616891223,0.0,0.0,0.0,0.0,0.5219892369673312,0.29690892446730094,0.3744578059776855,0.0,0.711159822770657
0.5873096133858535,0.1668717422046261,0.2908406353993676,0.2908406353993676,0.1668717422046261,0.1229659698872879,0.15611790340852214,0.18163564772773091,0.1668717422046261,0.4945917460883958
0.14047181759750896,0.6051906348295047,0.6051906348295047,0.6051906348295047,0.6858827194734387,0.0,0.12103812696590094,0.12934395221804168,0.5857257542188619,0.5352811827680042
0.7160989029030238,0.7922086956169837,0.8065311958589029,0.808577825302977,0.8299188417231209,0.8123728954014031,0.8495114793970667,0.815446772212673,0.7989282040079746,0.9105964885550156
0.5585453792257429,0.6974002882035026,0.5682346198427608,0.5682346198427608,0.6974002882035026,0.08846197084836262,0.06555239273222334,0.1793167238759616,0.1214005099677494,0.557420028583789
0.2639306737516885,0.5151684224813459,0.3054949304952349,0.3054949304952349,0.5151684224813459,0.1887588276771942,0.18297686404182253,0.1887588276771942,0.21100212805593277,0.48772600330577537
0.7997119624162032,0.8101852086688869,0.7822841796645015,0.8301975921042528,0.8246574188240093,0.9135574123412236,0.8838471375260143,0.8583441445606005,0.8145829321651762,0.7831001832649561
0.8472598257948015,0.7152646159729569,0.7152646159729569,0.741547123697828,0.515806003028793,0.1362083067458918,0.23249293065545107,0.34609361463880783,0.6772445623116589,0.44804942167519735
0.7365319123783761,0.6883690630641514,0.6883690630641514,0.6909839549044586,0.7217871151874854,0.6990034959689507,0.6125439450715261,0.5563728130026033,0.6040065868005053,0.6726924525205302
0.7098220050339267,0.8127225768756781,0.8555697150383333,0.859247436519268,0.862413396029637,0.82898311314734,0.7748135104795468,0.8245648069043354,0.862413396029637,0.8981524264458701
