GDS_SS,GDS_TS,GDS_TSS,GDS_DTSS,LMS,SRR,PRR,SPRR,MW,LRI
0.8458219072763039,0.9110122176404021,0.9110122176404021,0.9214790709828311,0.8997633971233632,0.39794167052417945,0.3769386382447322,0.4319596577678979,0.7071519461447364,0.7857985305444682
0.5798511410312723,0.6239149704218536,0.5912607118748677,0.5912607118748677,0.6239149704218536,0.22682936622907887,0.22682936622907887,0.11703480061171367,0.5510173030924955,0.6049843728156111
0.804451727515787,0.7939071795111853,0.5697337206187991,0.5697337206187991,0.7939071795111853,0.5750215274170609,0.5492536285000167,0.5550333115433698,0.6876119489166075,0.6652414971475319
0.2639306737516885,0.5151684224813459,0.3054949304952349,0.3054949304952349,0.5151684224813459,0.14006489566771266,0.18297686404182253,0.1887588276771942,0.21100212805593277,0.48772600330577537
0.7893521812117503,0.7426570748976415,0.6368569269550332,0.6368569269550332,0.7426570748976415,0.5274730774272424,0.46878469232733444,0.6087744474143789,0.2954130690925441,0.8683081938569177
0.7279615196323515,0.7969440441883284,0.6359961270885596,0.7864708523902236,0.8053539678312136,0.399232408283401,0.24473115695671754,0.4394110696087958,0.8503282459627325,0.7214195817478589
0.738628129147739,0.7468526159573325,0.7468526159573325,0.7457190811959596,0.775706238444473,0.6957418791600393,0.6530215325110496,0.6693786163104496,0.7002186541960321,0.7174822109510002
0.6751001718678331,0.598652632288363,0.598652632288363,0.5989241749561135,0.5911674651537703,0.6538202075222118,0.6524740979724848,0.6352410846557202,0.6063538490264608,0.6246476966654604
0.586857070072101,0.5599766403708502,0.5599766403708502,0.5538554206124408,0.5565553732731219,0.39288090125728087,0.3561320244480193,0.46069220200344774,0.48976208512311376,0.4479971150108782
0.6105598609078446,0.7051979168075567,0.7051979168075567,0.7034727135237752,0.7259748238649412,0.4308316244310312,0.5813882555323966,0.5968044967069609,0.6867194444002644,0.7407211095449886
0.07741149231083744,0.24577538885015524,0.24577538885015524,0.285878844897068,0.3512991453235354,0.06855731093441415,0.06855731093441415,0.06855731093441415,0.14099782225529878,0.35443615583148214
0.5034853669928131,0.7916447209060308,0.7916447209060308,0.7577515945870208,0.8115398506823666,0.3541776424528223,0.38179569983450606,0.5125864956144709,0.8639620482482699,0.40740583996796353
0.6824320305081161,0.6576158756606434,0.6436330547712572,0.6436330547712572,0.6576158756606434,0.5444850647257832,0.6271287890488592,0.6719975179512475,0.6717784137063815,0.4713112547084652
0.44552483301918766,0.7051520623348426,0.7051520623348426,0.704301911263813,0.6212827310502897,0.7401053514093954,0.768088509169009,0.7547090401040744,0.6474400938153066,0.7233099747388329
0.5585453792257429,0.6974002882035026,0.5682346198427608,0.5682346198427608,0.6974002882035026,0.09901354930215904,0.06555239273222334,0.1793167238759616,0.1214005099677494,0.557420028583789
0.469182974937575,0.6133425367878678,0.6133425367878678,0.5845700647744299,0.6472819658420976,0.48636426588583836,0.5367077571527038,0.6151380198295694,0.6920523668631565,0.8355132821896081
0.43335147255414264,0.7307513200799851,0.7307513200799851,0.6666595068863364,0.7577074349085408,0.4373953257345549,0.6506987805750294,0.5730527625762144,0.696605839930251,0.6064689951447806
0.4275534278378792,0.5765959854924134,0.5427028591734034,0.5119785872176269,0.6170457329530794,0.5105746766475341,0.5575840655551306,0.48427121774554865,0.6932004809220257,0.8070426270419737
0.18298307801837735,0.7503146005634013,0.7503146005634013,0.7485603940792818,0.8409706843872825,0.26778761722703115,0.40538892708269436,0.3467976388975395,0.7984957239149358,0.6089554101057357
0.35065018838202405,0.6041912934033781,0.6041912934033781,0.5660141457790169,0.5207324637066146,0.5227541556345587,0.4487863157874456,0.442598416730109,0.38938256858240006,0.698462664410085
0.4586386750631172,0.7938469074283949,0.7938469074283949,0.7580391083788559,0.7411390325304431,0.32872998056554903,0.2930707334046539,0.3996826718445298,0.7522654093425803,0.5741641897150787
0.24873969677938507,0.3949329094447116,0.4611422470330936,0.3949329094447116,0.3949329094447116,0.09472414721326569,0.08508543494049456,0.10997132933936402,0.10997132933936402,0.11458202415614135
0.7381256413092682,0.8501854839192657,0.8501854839192657,0.8501854839192657,0.8394712497864432,0.6855654845882987,0.6938799620332198,0.7621125070614206,0.6800307990146047,0.7922697476915064
0.3574887470076377,0.6402662926601497,0.6402662926601497,0.5935348159040825,0.5193023784669566,0.5046754801427038,0.5782026224834647,0.5677439415291543,0.6317468186578727,0.5515545507722764
0.08960529675194145,0.8447637072749842,0.8447637072749842,0.8246994496858824,0.793911673563932,0.19955415239422214,0.16315435378220913,0.2807349629755776,0.8289110400988283,0.41844118606949066
0.7365319123783761,0.6883690630641514,0.6883690630641514,0.6909839549044586,0.7217871151874854,0.6007199796942112,0.6125439450715261,0.5563728130026033,0.6040065868005053,0.6726924525205302
0.5717318426029682,0.8888299953016324,0.8888299953016324,0.8888299953016324,0.9363340106503703,0.5323526576649134,0.5500212636476933,0.5608833028829047,0.7743636922467311,0.7711575052838051
0.22403410839886645,0.22403410839886645,0.4699523157654285,0.4699523157654285,0.22403410839886645,0.5159805200613484,0.5542811974266468,0.4214993817727613,0.6725941423790283,0.788121997535567
1.0,0.9590182693017715,0.9590182693017715,0.9631883898281782,0.9699814248469512,0.9524216840573377,0.9762108420286688,0.9830522619107275,0.9849907124234756,0.8789121845803505
0.8139472582559596,0.7945470180723678,0.7769615554332066,0.8339128287864361,0.757484723037816,0.5953003497894002,0.6212465044371753,0.5302525699619532,0.7032308928186174,0.4419843027631314
